,bedrooms_log,bathrooms,sqft_living_log,floors_log,grade_log,lat,price
0,-0.35401478540144465,-1.5938802367473612,-1.3372982160080402,-0.9226472111219385,-0.5859243570824739,-0.3418357570230497,-1.0439715406325032
1,-0.35401478540144465,0.20273972060608528,0.8094741116236941,0.9303340314278393,-0.5859243570824739,1.153653221274624,0.06930763020358163
2,0.760811536197172,1.2807116950181532,0.06217340234867255,-0.9226472111219385,-0.5859243570824739,-0.2734053747939912,0.3017544042471805
3,-0.35401478540144465,-0.15658427086460402,-0.3629679700350319,-0.9226472111219385,0.4136382956892593,0.41089844749664495,-0.029306152724005767
4,-0.35401478540144465,0.20273972060608528,-0.30610080559068437,0.9303340314278393,-0.5859243570824739,-1.7781609673519052,-0.9185911594817135
5,-0.35401478540144465,-0.8752322538059827,-1.6330770734716595,-0.9226472111219385,-0.5859243570824739,-1.0667701187622256,-0.7976131793544768
6,-0.35401478540144465,-1.5938802367473612,-0.20350392001683787,-0.9226472111219385,-0.5859243570824739,-0.33399477572596215,-1.017204942409301
7,-0.35401478540144465,0.5620637120767746,-0.038127096945224856,0.9303340314278393,-0.5859243570824739,-1.3597376926804159,-0.6879053458475359
8,-0.35401478540144465,0.5620637120767746,1.7081681137190896,-0.9226472111219385,0.4136382956892593,0.29613499396668824,0.5077867721494613
9,-1.9252742356564667,-1.5938802367473612,-1.3844439753821702,-0.9226472111219385,-0.5859243570824739,0.9326801119932733,-0.17722682711538687
10,-0.35401478540144465,-1.5938802367473612,-0.8073286519933182,0.0038434101529503826,-0.5859243570824739,1.4017133568550182,-0.7336903164924872
11,-0.35401478540144465,-0.5159082623352933,-0.9255450241040227,-0.9226472111219385,-0.5859243570824739,0.38167297175297343,-0.41671744279667056
12,1.625538011434064,-0.15658427086460402,-0.15740881199365317,0.0038434101529503826,-0.5859243570824739,0.7901168156827473,0.04113226365284237
13,0.760811536197172,1.2807116950181532,1.189794753597947,0.9303340314278393,1.2953150404473432,0.08727976487168107,0.46376276191393123
14,-0.35401478540144465,-0.15658427086460402,-0.038127096945224856,0.9303340314278393,-0.5859243570824739,1.201411925538675,-0.4343270468908826
15,0.760811536197172,-1.5938802367473612,-0.49752927963848625,0.0038434101529503826,-0.5859243570824739,0.7530503586419883,-0.11735417319506594
16,-1.9252742356564667,-1.5938802367473612,-1.2909448599615476,-0.9226472111219385,-0.5859243570824739,-1.783863499204314,-1.1598427355724183
17,-0.35401478540144465,-1.5938802367473612,-1.1783594416343017,-0.9226472111219385,-0.5859243570824739,-1.602808112889927,-1.0154439819998797
18,0.760811536197172,-0.5159082623352933,-0.4632684693289318,-0.9226472111219385,-0.5859243570824739,1.02178217218739,-0.46954625507930664
19,-0.35401478540144465,0.9213877035474639,1.28173525933432,-0.9226472111219385,1.2953150404473432,-0.1964211947863193,5.218355867351181
20,1.625538011434064,0.5620637120767746,0.4671394121722352,0.9303340314278393,0.4136382956892593,-1.657694981969489,-0.8217383369635474
21,-1.9252742356564667,-0.8752322538059827,-1.607180547402942,-0.9226472111219385,-0.5859243570824739,-1.4673729813949121,-0.9354963794121571
22,-0.35401478540144465,0.20273972060608528,0.6775943382187297,0.9303340314278393,0.4136382956892593,-1.320532786195029,-0.6667738209344815
23,-0.35401478540144465,-0.15658427086460402,-0.31415324857494675,0.0038434101529503826,-1.739834755425789,-1.8130889749479857,-1.0048782195433525
24,-0.35401478540144465,-0.5159082623352933,0.6775943382187297,0.9303340314278393,0.4136382956892593,0.5662924404751415,1.474554036921702
25,-0.35401478540144465,-1.5938802367473612,-0.8658034875778432,0.0038434101529503826,0.4136382956892593,0.4486777210189804,0.5236354158342521
26,-0.35401478540144465,-0.5159082623352933,-0.6389941216647513,-0.9226472111219385,-0.5859243570824739,0.9683209360709302,-0.28288445168065907
27,0.760811536197172,0.5620637120767746,0.8094741116236941,0.9303340314278393,0.4136382956892593,1.055997363301894,0.7067752984140573
28,-0.35401478540144465,0.5620637120767746,0.5272280583537596,0.9303340314278393,0.4136382956892593,-0.1429599586698594,0.21898926500438393
29,-1.9252742356564667,-0.8752322538059827,-1.314024155838542,2.783315273977617,-0.5859243570824739,1.199273476094047,-0.8393479410577593
30,0.760811536197172,-0.5159082623352933,0.5390902691691164,0.0038434101529503826,-0.5859243570824739,0.8777932429137112,0.5958347926205215
31,-0.35401478540144465,-1.5938802367473612,-1.5561057588141043,0.0038434101529503826,0.4136382956892593,0.9248391306961857,0.05874186774705441
32,0.760811536197172,0.9213877035474639,0.19941364345258875,-0.9226472111219385,-0.5859243570824739,-0.9377503356011961,-0.6896663062569571
33,-0.35401478540144465,0.5620637120767746,0.5033494696837865,0.0038434101529503826,0.4136382956892593,0.8806445088399156,0.625771119580682
34,0.760811536197172,-1.5938802367473612,-0.39599782305440173,-0.9226472111219385,-3.104621083078973,0.733804313640083,0.11157068002969052
35,0.760811536197172,-0.15658427086460402,0.5743738177278896,0.9303340314278393,0.4136382956892593,0.7915424486458496,0.4285435537255072
36,0.760811536197172,-1.5938802367473612,-1.2453577102716644,-0.9226472111219385,-0.5859243570824739,-1.6042337458530291,-0.9802247738114557
37,0.760811536197172,0.5620637120767746,0.8626156355500428,0.9303340314278393,0.4136382956892593,-0.20711344200961126,0.3052763250660229
38,0.760811536197172,0.5620637120767746,0.8094741116236941,0.9303340314278393,1.2953150404473432,0.39450366842094403,0.37571474144287104
39,0.760811536197172,0.20273972060608528,2.177226970828581,-0.9226472111219385,0.4136382956892593,-0.813720267810999,0.9040028642692322
40,1.625538011434064,0.9213877035474639,1.735150464981777,0.9303340314278393,1.2953150404473432,0.895613654952565,1.210374756300333
41,-0.35401478540144465,-1.5938802367473612,-0.5497319692940844,0.9303340314278393,-0.5859243570824739,0.5855384854770975,0.5870299905734154
42,-0.35401478540144465,-1.5938802367473612,-1.1129502155085433,-0.9226472111219385,-1.739834755425789,-0.7887716909566342,-0.7372122373113296
43,-0.35401478540144465,0.5620637120767746,1.379450978904932,0.9303340314278393,0.4136382956892593,1.3197394614764633,-0.10678841073853872
44,-0.35401478540144465,-1.5938802367473612,-1.8214987993917144,-0.9226472111219385,-1.739834755425789,-1.800258278280015,-1.084156657175495
45,0.760811536197172,0.5620637120767746,0.4913321968016367,0.9303340314278393,1.2953150404473432,0.4294316760170244,0.9392220724576562
46,-0.35401478540144465,-0.5159082623352933,-1.1783594416343017,-0.9226472111219385,-0.5859243570824739,0.8585471979118059,-0.2406214018545502
47,-0.35401478540144465,0.5620637120767746,0.9991812764647338,-0.9226472111219385,1.2953150404473432,-1.105262208766087,2.929107335103616
48,-0.35401478540144465,-1.5938802367473612,-1.314024155838542,-0.9226472111219385,-0.5859243570824739,-0.9505810322691162,-1.0224878236375645
49,1.625538011434064,0.5620637120767746,1.3707094192478912,-0.9226472111219385,0.4136382956892593,-0.4687170907394512,-0.6104230878330029
50,-0.35401478540144465,-0.5159082623352933,-0.8461737978577412,-0.9226472111219385,-0.5859243570824739,0.8671009956904192,0.28766672097181084
51,-1.9252742356564667,-0.5159082623352933,0.09017323434421533,-0.9226472111219385,-0.5859243570824739,0.9961207788514994,0.23483790868917476
52,1.625538011434064,0.20273972060608528,0.9760430504531715,0.0038434101529503826,0.4136382956892593,0.6981634895624261,1.4146813830013811
53,0.760811536197172,0.5620637120767746,1.0752609354984777,0.9303340314278393,1.2953150404473432,0.7166967180828057,1.2914141543418969
54,0.760811536197172,0.5620637120767746,0.44273252932137797,0.9303340314278393,-0.5859243570824739,-1.3747068387930146,-0.7953239308222293
55,-0.35401478540144465,0.5620637120767746,0.6436149380173599,0.9303340314278393,0.4136382956892593,-1.3747068387930146,-0.7653876038620688
56,1.625538011434064,1.6400356864888426,1.456902676719772,0.9303340314278393,0.4136382956892593,0.2056073008094693,1.5238609283854958
57,0.760811536197172,1.2807116950181532,-0.0971231381937568,0.9303340314278393,0.4136382956892593,-0.3796150305453852,-0.31105981823139833
58,-0.35401478540144465,0.20273972060608528,0.3173491308928204,-0.9226472111219385,0.4136382956892593,-0.8949813467080282,0.46376276191393123
